ID_Transaccion,Fecha,Hora,ID_Cliente,Tipo_Cliente,Rubro,Region_Origen,Region_Destino,Tipo_Servicio,Peso_Kg,Monto_Servicio,ID_Sucursal,Estado_Envio,Fecha_Entrega_Real,Dias_Transito
ENV-1181,30/07/2024,08:06:57,C-4089,Corporativo,Salud,Antofagasta,Metropolitana,Express,9.79,44370.0,S-04,Entregado,06/08/2024,7
ENV-1182,05/09/2024,13:21:59,C-1073,Particular,N/A,La Araucanía,Biobío,Certificado,9.51,29020.0,S-03,En tránsito,,
ENV-1183,20/02/2025,13:48:35,C-1464,Corporativo,Salud,Metropolitana,Valparaíso,Paquetería,4.92,23808.0,S-01,Entregado,21/02/2025,1
ENV-1184,01/07/2024,08:40:23,C-3123,Corporativo,Tecnología,Biobío,Antofagasta,Paquetería,3.03,19272.0,S-04,En tránsito,,
ENV-1185,31/07/2024,17:04:31,C-17,Particular,N/A,Biobío,Metropolitana,Express,6.97,35910.0,S-02,Entregado,07/08/2024,7
ENV-1186,26/06/2024,18:05:54,C-1494,Corporativo,Tecnología,Biobío,Biobío,Económico,7.27,19632.0,S-03,Entregado,29/06/2024,3
ENV-1187,01/01/2024,16:28:21,C-138,Particular,N/A,Biobío,Biobío,Paquetería,8.7,32880.0,S-03,Entregado,08/01/2024,7
ENV-1188,02/10/2024,16:58:51,C-2171,Particular,N/A,Biobío,La Araucanía,Económico,2.14,11424.0,S-05,Entregado,08/10/2024,6
ENV-1189,03/10/2024,16:00:59,C-2998,Particular,N/A,Biobío,Biobío,Certificado,4.05,18100.0,S-05,Entregado,05/10/2024,2
ENV-1190,15/11/2024,10:58:20,C-1789,Corporativo,Tecnología,Metropolitana,La Araucanía,Certificado,7.91,25820.0,S-01,Entregado,17/11/2024,2
ENV-1191,06/02/2025,13:13:09,C-3334,Corporativo,Retail,Valparaíso,Valparaíso,Paquetería,2.3,17520.0,S-05,Entregado,09/02/2025,3
ENV-1192,09/11/2024,17:09:37,C-1551,Particular,N/A,La Araucanía,Metropolitana,Certificado,4.87,19740.0,S-02,Entregado,16/11/2024,7
ENV-1193,18/06/2024,09:25:20,C-1995,Particular,N/A,Valparaíso,Metropolitana,Paquetería,7.83,30792.0,S-05,En tránsito,,
ENV-1194,22/08/2024,16:26:52,C-3426,Particular,N/A,Metropolitana,Biobío,Certificado,6.09,22180.0,S-05,Reclamado,,
ENV-1195,03/11/2024,12:21:54,C-4807,Particular,N/A,Valparaíso,Metropolitana,Paquetería,2.07,16968.0,S-03,En tránsito,,
ENV-1196,15/01/2024,12:38:23,C-1663,Corporativo,Tecnología,Antofagasta,Antofagasta,Certificado,4.97,19940.0,S-01,Entregado,22/01/2024,7
ENV-1197,15/02/2025,09:04:49,C-3403,Corporativo,Educación,Antofagasta,Biobío,Paquetería,9.8,35520.0,S-04,En tránsito,,
ENV-1198,27/04/2024,14:52:50,C-4674,Particular,N/A,Antofagasta,Metropolitana,Económico,2.0,11200.0,S-02,Entregado,29/04/2024,2
ENV-1199,21/11/2024,12:48:25,C-3109,Particular,N/A,Biobío,Valparaíso,Económico,2.5,12000.0,S-02,En tránsito,,
ENV-1200,31/03/2024,13:36:50,C-354,Particular,N/A,Valparaíso,La Araucanía,Paquetería,4.21,22104.0,S-02,Entregado,07/04/2024,7
ENV-1201,08/10/2024,17:05:04,C-1402,Particular,N/A,Valparaíso,Valparaíso,Económico,7.97,20752.0,S-01,Entregado,15/10/2024,7
ENV-1202,26/10/2024,15:57:59,C-4786,Particular,N/A,La Araucanía,Metropolitana,Express,8.61,40830.0,S-03,Entregado,01/11/2024,6
ENV-1203,02/04/2024,12:26:05,C-12,Particular,N/A,Metropolitana,Metropolitana,Paquetería,7.71,30504.0,S-05,Demorado,,
ENV-1204,16/03/2025,10:35:46,C-1703,Corporativo,Retail,Biobío,Biobío,Paquetería,4.28,22272.0,S-03,Entregado,21/03/2025,5
ENV-1205,16/02/2024,18:16:15,C-822,Particular,N/A,Biobío,Valparaíso,Económico,2.7,12320.0,S-04,Reclamado,,
ENV-1206,12/02/2025,11:06:17,C-471,Particular,N/A,Antofagasta,La Araucanía,Certificado,5.95,21900.0,S-02,Demorado,,
ENV-1207,09/10/2024,19:30:03,C-2386,Particular,N/A,Metropolitana,Biobío,Paquetería,5.61,25464.0,S-03,Entregado,10/10/2024,1
ENV-1208,12/02/2025,19:32:19,C-1208,Particular,N/A,Biobío,Biobío,Express,3.3,24900.0,S-03,Entregado,18/02/2025,6
ENV-1209,11/03/2025,20:55:51,C-4484,Particular,N/A,Biobío,La Araucanía,Económico,2.52,12032.0,S-04,Entregado,18/03/2025,7
ENV-1210,22/02/2025,20:52:34,C-3220,Corporativo,Tecnología,Antofagasta,Biobío,Económico,6.33,18128.0,S-04,Reclamado,,
ENV-1211,10/05/2024,09:35:20,C-5000,Particular,N/A,Antofagasta,Metropolitana,Económico,3.68,13888.0,S-02,Entregado,16/05/2024,6
ENV-1212,17/01/2024,13:59:18,C-2952,Corporativo,Banca,Metropolitana,Antofagasta,Express,4.52,28560.0,S-03,Entregado,24/01/2024,7
ENV-1213,06/03/2025,16:08:02,C-1508,Corporativo,E-commerce,Valparaíso,Metropolitana,Económico,4.29,14864.0,S-01,Entregado,10/03/2025,4
ENV-1214,10/12/2024,15:52:23,C-4828,Corporativo,Retail,Metropolitana,Valparaíso,Económico,6.09,17744.0,S-01,Entregado,17/12/2024,7
ENV-1215,06/02/2024,20:47:02,C-1382,Particular,N/A,Biobío,Metropolitana,Económico,0.76,9216.0,S-03,En tránsito,,
ENV-1216,12/02/2024,08:20:26,C-1339,Corporativo,Salud,Biobío,Biobío,Certificado,4.7,19400.0,S-05,Entregado,18/02/2024,6
ENV-1217,20/03/2025,19:10:56,C-4200,Particular,N/A,Metropolitana,Antofagasta,Económico,9.37,22992.0,S-05,Entregado,22/03/2025,2
ENV-1218,09/01/2024,16:02:45,C-1206,Particular,N/A,Valparaíso,Biobío,Certificado,1.57,13140.0,S-01,Demorado,,
ENV-1219,19/08/2024,17:44:42,C-4095,Corporativo,E-commerce,Valparaíso,Metropolitana,Económico,8.83,22128.0,S-04,Entregado,22/08/2024,3
ENV-1220,08/01/2024,18:55:33,C-725,Corporativo,Tecnología,Valparaíso,Antofagasta,Económico,2.07,11312.0,S-01,En tránsito,,
ENV-1221,21/01/2025,14:11:57,C-3666,Corporativo,Tecnología,Biobío,Metropolitana,Económico,4.88,15808.0,S-01,En tránsito,,
ENV-1222,21/01/2025,11:14:07,C-1498,Corporativo,Banca,La Araucanía,Metropolitana,Económico,4.96,15936.0,S-01,Entregado,26/01/2025,5
ENV-1223,23/05/2024,17:08:37,C-2359,Particular,N/A,La Araucanía,Biobío,Express,2.42,22260.0,S-04,En tránsito,,
ENV-1224,07/05/2024,16:07:46,C-2189,Corporativo,Retail,Biobío,Biobío,Express,6.01,33030.0,S-05,En tránsito,,
ENV-1225,17/05/2024,12:29:12,C-2866,Particular,N/A,Metropolitana,La Araucanía,Económico,8.39,21424.0,S-02,Entregado,19/05/2024,2
ENV-1226,26/02/2024,20:03:23,C-3626,Particular,N/A,Metropolitana,Metropolitana,Económico,2.5,12000.0,S-05,Entregado,03/03/2024,6
ENV-1227,12/02/2025,15:21:59,C-1986,Particular,N/A,Valparaíso,Biobío,Certificado,5.11,20220.0,S-05,Entregado,14/02/2025,2
ENV-1228,15/11/2024,17:46:22,C-4690,Particular,N/A,Biobío,La Araucanía,Económico,4.74,15584.0,S-03,En tránsito,,
ENV-1229,04/04/2024,11:59:59,C-357,Particular,N/A,Metropolitana,Antofagasta,Certificado,8.07,26140.0,S-04,Entregado,08/04/2024,4
ENV-1230,25/06/2024,18:00:00,C-1875,Particular,N/A,La Araucanía,Metropolitana,Express,4.91,29730.0,S-01,Entregado,28/06/2024,3
ENV-1231,28/05/2024,15:02:10,C-1784,Particular,N/A,Antofagasta,Metropolitana,Paquetería,0.58,13392.0,S-02,Entregado,31/05/2024,3
ENV-1232,05/02/2024,12:57:35,C-2203,Particular,N/A,Antofagasta,Metropolitana,Certificado,3.06,16120.0,S-01,Entregado,10/02/2024,5
ENV-1233,26/03/2024,08:00:14,C-1962,Corporativo,E-commerce,La Araucanía,Antofagasta,Certificado,7.24,24480.0,S-05,Entregado,01/04/2024,6
ENV-1234,22/03/2024,20:56:05,C-3525,Particular,N/A,La Araucanía,La Araucanía,Económico,5.45,16720.0,S-04,Entregado,27/03/2024,5
ENV-1235,10/05/2024,16:52:11,C-2294,Particular,N/A,La Araucanía,Antofagasta,Certificado,7.16,24320.0,S-01,En tránsito,,
ENV-1236,27/09/2024,08:33:12,C-1927,Corporativo,Retail,Metropolitana,Biobío,Express,8.92,41760.0,S-01,En tránsito,,
ENV-1237,27/03/2024,11:28:18,C-2947,Particular,N/A,Metropolitana,Valparaíso,Express,0.47,16410.0,S-05,Reclamado,,
ENV-1238,02/12/2024,11:31:32,C-4016,Particular,N/A,Biobío,Biobío,Express,1.7,20100.0,S-03,Reclamado,,
ENV-1239,19/05/2024,12:25:41,C-3367,Particular,N/A,Valparaíso,Valparaíso,Express,2.14,21420.0,S-02,En tránsito,,
ENV-1240,27/11/2024,09:12:38,C-1655,Corporativo,E-commerce,Metropolitana,La Araucanía,Económico,5.53,16848.0,S-01,Entregado,02/12/2024,5
ENV-1241,30/12/2024,10:12:43,C-3757,Particular,N/A,La Araucanía,Biobío,Paquetería,6.91,28584.0,S-05,Demorado,,
ENV-1242,30/05/2024,17:19:59,C-4207,Particular,N/A,Biobío,Biobío,Paquetería,3.49,20376.0,S-05,En tránsito,,
ENV-1243,20/08/2024,17:27:39,C-4339,Corporativo,Educación,Biobío,Antofagasta,Certificado,8.71,27420.0,S-05,Entregado,26/08/2024,6
ENV-1244,25/12/2024,15:23:01,C-2586,Particular,N/A,Valparaíso,Valparaíso,Express,8.8,41400.0,S-01,Entregado,30/12/2024,5
ENV-1245,13/06/2024,15:01:59,C-382,Particular,N/A,Antofagasta,Antofagasta,Económico,1.98,11168.0,S-03,Entregado,20/06/2024,7
ENV-1246,11/09/2024,09:42:40,C-1905,Corporativo,Banca,Metropolitana,Antofagasta,Paquetería,5.37,24888.0,S-03,Entregado,16/09/2024,5
ENV-1247,30/08/2024,17:42:39,C-1824,Particular,N/A,Antofagasta,Antofagasta,Económico,9.9,23840.0,S-04,Entregado,03/09/2024,4
ENV-1248,28/02/2024,14:52:45,C-4422,Particular,N/A,Valparaíso,Metropolitana,Certificado,0.67,11340.0,S-03,Entregado,01/03/2024,2
ENV-1249,13/01/2024,13:21:04,C-1272,Particular,N/A,Antofagasta,Antofagasta,Paquetería,0.93,14232.0,S-05,En tránsito,,
ENV-1250,08/06/2024,14:12:44,C-3469,Corporativo,Salud,Antofagasta,Valparaíso,Económico,4.23,14768.0,S-05,Entregado,15/06/2024,7
ENV-1251,16/07/2024,16:51:31,C-1010,Particular,N/A,Biobío,Valparaíso,Económico,8.56,21696.0,S-04,Entregado,23/07/2024,7
ENV-1252,24/06/2024,17:36:42,C-4457,Corporativo,E-commerce,La Araucanía,La Araucanía,Paquetería,4.05,21720.0,S-05,Demorado,,
ENV-1253,03/08/2024,13:32:54,C-602,Particular,N/A,Metropolitana,Biobío,Paquetería,0.2,12480.0,S-05,Entregado,10/08/2024,7
ENV-1254,11/02/2025,15:38:43,C-3414,Particular,N/A,Biobío,Biobío,Paquetería,6.49,27576.0,S-05,Entregado,18/02/2025,7
ENV-1255,06/04/2024,15:57:54,C-3489,Particular,N/A,Metropolitana,La Araucanía,Económico,3.01,12816.0,S-04,Entregado,13/04/2024,7
ENV-1256,12/05/2024,15:38:30,C-4200,Particular,N/A,La Araucanía,Valparaíso,Certificado,1.58,13160.0,S-05,En tránsito,,
ENV-1257,25/02/2024,10:17:43,C-3121,Particular,N/A,Biobío,La Araucanía,Económico,1.17,9872.0,S-01,Entregado,27/02/2024,2
ENV-1258,09/05/2024,16:19:36,C-4923,Corporativo,Educación,Valparaíso,Antofagasta,Express,8.7,41100.0,S-02,Entregado,15/05/2024,6
ENV-1259,08/01/2025,20:51:25,C-3753,Particular,N/A,Biobío,Antofagasta,Certificado,0.13,10260.0,S-04,Entregado,09/01/2025,1
ENV-1260,18/09/2024,17:34:16,C-776,Particular,N/A,Antofagasta,Valparaíso,Económico,5.23,16368.0,S-01,En tránsito,,
ENV-1261,17/04/2024,12:19:00,C-1660,Particular,N/A,Metropolitana,Valparaíso,Express,5.55,31650.0,S-04,En tránsito,,
ENV-1262,06/11/2024,17:48:02,C-483,Particular,N/A,La Araucanía,Biobío,Express,1.25,18750.0,S-04,En tránsito,,
ENV-1263,09/08/2024,20:29:29,C-3201,Particular,N/A,Metropolitana,La Araucanía,Económico,2.08,11328.0,S-03,En tránsito,,
ENV-1264,22/02/2025,17:14:32,C-1710,Particular,N/A,Valparaíso,Biobío,Paquetería,8.64,32736.0,S-02,Entregado,27/02/2025,5
ENV-1265,11/01/2024,15:13:44,C-4467,Corporativo,Retail,Valparaíso,Metropolitana,Paquetería,1.26,15024.0,S-05,Entregado,13/01/2024,2
ENV-1266,25/04/2024,15:59:21,C-1729,Particular,N/A,Biobío,Metropolitana,Paquetería,8.26,31824.0,S-01,En tránsito,,
ENV-1267,10/01/2024,19:40:09,C-3541,Particular,N/A,Valparaíso,Valparaíso,Económico,2.01,11216.0,S-05,Entregado,14/01/2024,4
ENV-1268,22/07/2024,14:55:27,C-4306,Corporativo,E-commerce,Valparaíso,La Araucanía,Económico,9.96,23936.0,S-04,En tránsito,,
ENV-1269,15/03/2024,08:41:07,C-4181,Particular,N/A,Biobío,Valparaíso,Certificado,4.77,19540.0,S-02,Reclamado,,
ENV-1270,19/01/2024,13:55:50,C-4196,Particular,N/A,Metropolitana,Valparaíso,Express,5.52,31560.0,S-01,Entregado,21/01/2024,2
ENV-1271,03/01/2025,08:16:48,C-4943,Corporativo,Retail,La Araucanía,Metropolitana,Paquetería,0.91,14184.0,S-04,Entregado,07/01/2025,4
ENV-1272,23/03/2024,13:03:19,C-3863,Particular,N/A,Antofagasta,La Araucanía,Certificado,0.61,11220.0,S-04,Entregado,25/03/2024,2
ENV-1273,16/08/2024,14:00:20,C-3066,Particular,N/A,Metropolitana,Antofagasta,Express,2.15,21450.0,S-02,Entregado,17/08/2024,1
ENV-1274,26/12/2024,13:19:37,C-862,Particular,N/A,Valparaíso,Metropolitana,Paquetería,1.69,16056.0,S-01,Entregado,01/01/2025,6
ENV-1275,16/09/2024,20:52:55,C-3084,Particular,N/A,Antofagasta,Biobío,Económico,4.57,15312.0,S-05,Entregado,23/09/2024,7
ENV-1276,13/12/2024,08:13:45,C-2409,Corporativo,Salud,Biobío,Metropolitana,Express,6.34,34020.0,S-03,Entregado,14/12/2024,1
ENV-1277,06/08/2024,09:21:07,C-4163,Particular,N/A,Valparaíso,Biobío,Express,7.29,36870.0,S-03,En tránsito,,
ENV-1278,05/10/2024,14:52:41,C-3011,Corporativo,Salud,Metropolitana,Antofagasta,Express,4.61,28830.0,S-05,En tránsito,,
ENV-1279,02/03/2025,09:49:44,C-2563,Particular,N/A,Metropolitana,Antofagasta,Express,3.83,26490.0,S-04,Entregado,08/03/2025,6
ENV-1280,22/04/2024,12:26:38,C-1441,Particular,N/A,Valparaíso,Metropolitana,Express,0.74,17220.0,S-05,Entregado,23/04/2024,1
ENV-1281,18/11/2024,13:14:01,C-3455,Particular,N/A,Metropolitana,Valparaíso,Económico,5.43,16688.0,S-03,En tránsito,,
ENV-1282,12/02/2025,18:44:44,C-4446,Particular,N/A,Biobío,Antofagasta,Express,4.57,28710.0,S-05,En tránsito,,
ENV-1283,21/12/2024,11:49:48,C-2019,Corporativo,Banca,La Araucanía,Antofagasta,Económico,4.08,14528.0,S-03,Entregado,22/12/2024,1
ENV-1284,21/09/2024,13:36:41,C-1560,Corporativo,Banca,Metropolitana,Valparaíso,Express,0.83,17490.0,S-03,Entregado,28/09/2024,7
ENV-1285,18/08/2024,12:18:24,C-616,Particular,N/A,Biobío,Valparaíso,Económico,2.02,11232.0,S-01,Entregado,23/08/2024,5
ENV-1286,24/04/2024,14:59:33,C-1860,Particular,N/A,La Araucanía,Antofagasta,Económico,6.12,17792.0,S-02,En tránsito,,
ENV-1287,25/09/2024,15:51:55,C-701,Particular,N/A,Antofagasta,Metropolitana,Paquetería,9.16,33984.0,S-05,Entregado,02/10/2024,7
ENV-1288,28/11/2024,09:12:26,C-2086,Particular,N/A,La Araucanía,Biobío,Económico,6.35,18160.0,S-04,Entregado,29/11/2024,1
ENV-1289,16/01/2024,11:38:02,C-3442,Particular,N/A,Biobío,Metropolitana,Express,5.82,32460.0,S-03,En tránsito,,
ENV-1290,21/07/2024,14:40:14,C-1828,Particular,N/A,La Araucanía,Antofagasta,Paquetería,3.49,20376.0,S-04,Entregado,26/07/2024,5
ENV-1291,11/12/2024,11:45:25,C-4034,Particular,N/A,Biobío,La Araucanía,Económico,1.44,10304.0,S-04,En tránsito,,
ENV-1292,21/10/2024,14:13:39,C-2097,Particular,N/A,Valparaíso,Metropolitana,Express,5.13,30390.0,S-02,Reclamado,,
ENV-1293,15/02/2025,10:19:47,C-276,Particular,N/A,Valparaíso,Biobío,Express,6.5,34500.0,S-01,En tránsito,,
ENV-1294,13/06/2024,19:56:23,C-3228,Corporativo,Educación,Antofagasta,Biobío,Económico,9.68,23488.0,S-01,Reclamado,,
ENV-1295,03/12/2024,08:45:45,C-2824,Corporativo,Retail,Valparaíso,Valparaíso,Express,7.64,37920.0,S-04,Entregado,07/12/2024,4
ENV-1296,19/11/2024,18:19:28,C-3290,Corporativo,Educación,Biobío,Biobío,Express,1.91,20730.0,S-03,Entregado,26/11/2024,7
ENV-1297,06/08/2024,15:10:43,C-3804,Corporativo,Retail,Metropolitana,Valparaíso,Express,2.47,22410.0,S-04,Entregado,10/08/2024,4
ENV-1298,31/01/2024,10:01:23,C-3415,Particular,N/A,Antofagasta,La Araucanía,Certificado,9.57,29140.0,S-04,Entregado,06/02/2024,6
ENV-1299,12/01/2025,12:21:55,C-1674,Corporativo,Banca,Biobío,La Araucanía,Paquetería,7.6,30240.0,S-03,Entregado,13/01/2025,1
ENV-1300,01/06/2024,16:31:20,C-447,Particular,N/A,Metropolitana,Antofagasta,Express,2.01,21030.0,S-02,Entregado,05/06/2024,4
ENV-1301,05/03/2024,17:07:37,C-2339,Particular,N/A,Biobío,Biobío,Paquetería,7.05,28920.0,S-01,Entregado,08/03/2024,3
ENV-1302,18/04/2024,18:18:51,C-1904,Particular,N/A,Metropolitana,Antofagasta,Certificado,8.35,26700.0,S-03,Reclamado,,
ENV-1303,24/03/2025,16:42:17,C-1237,Particular,N/A,Biobío,La Araucanía,Económico,4.42,15072.0,S-03,Entregado,27/03/2025,3
ENV-1304,25/01/2024,14:00:53,C-1172,Corporativo,Banca,Metropolitana,Antofagasta,Express,0.19,15570.0,S-05,Entregado,28/01/2024,3
ENV-1305,05/06/2024,12:48:05,C-2759,Particular,N/A,Valparaíso,Antofagasta,Certificado,6.71,23420.0,S-05,Demorado,,
ENV-1306,06/02/2024,18:31:07,C-4427,Corporativo,E-commerce,Metropolitana,Valparaíso,Paquetería,0.79,13896.0,S-01,Demorado,,
ENV-1307,15/03/2025,13:55:38,C-2431,Corporativo,Educación,Valparaíso,La Araucanía,Certificado,2.45,14900.0,S-03,Entregado,21/03/2025,6
ENV-1308,09/02/2024,19:41:47,C-4768,Particular,N/A,Metropolitana,Valparaíso,Económico,1.06,9696.0,S-02,Entregado,13/02/2024,4
ENV-1309,07/06/2024,12:27:23,C-3698,Corporativo,Retail,Valparaíso,Biobío,Certificado,8.72,27440.0,S-01,Entregado,11/06/2024,4
ENV-1310,01/06/2024,15:03:06,C-3487,Particular,N/A,La Araucanía,Antofagasta,Económico,8.36,21376.0,S-05,Demorado,,
ENV-1311,15/01/2025,17:32:32,C-2469,Particular,N/A,Antofagasta,Antofagasta,Económico,2.43,11888.0,S-04,Entregado,16/01/2025,1
ENV-1312,22/03/2024,16:10:08,C-3065,Corporativo,Educación,Valparaíso,Valparaíso,Express,7.57,37710.0,S-02,Entregado,29/03/2024,7
ENV-1313,01/08/2024,12:59:03,C-2566,Corporativo,Salud,Antofagasta,Antofagasta,Certificado,5.13,20260.0,S-01,Reclamado,,
ENV-1314,16/10/2024,09:13:00,C-2125,Corporativo,Salud,Metropolitana,Antofagasta,Paquetería,4.27,22248.0,S-01,Entregado,17/10/2024,1
ENV-1315,09/05/2024,18:03:27,C-1863,Particular,N/A,Valparaíso,Antofagasta,Certificado,2.27,14540.0,S-02,Entregado,12/05/2024,3
ENV-1316,07/03/2024,19:45:54,C-3716,Particular,N/A,Biobío,Biobío,Económico,2.29,11664.0,S-05,Entregado,13/03/2024,6
ENV-1317,05/01/2024,08:04:03,C-3231,Corporativo,Educación,La Araucanía,Biobío,Paquetería,1.0,14400.0,S-05,Entregado,09/01/2024,4
ENV-1318,14/10/2024,08:02:34,C-2701,Corporativo,Tecnología,Antofagasta,Biobío,Express,2.56,22680.0,S-04,Entregado,21/10/2024,7
ENV-1319,25/03/2025,13:21:50,C-313,Particular,N/A,La Araucanía,Biobío,Económico,5.94,17504.0,S-04,En tránsito,,
ENV-1320,11/03/2025,08:39:00,C-4738,Particular,N/A,La Araucanía,La Araucanía,Económico,8.83,22128.0,S-02,Entregado,15/03/2025,4
ENV-1321,20/01/2024,13:30:12,C-1725,Particular,N/A,Biobío,Antofagasta,Express,1.63,19890.0,S-04,Entregado,22/01/2024,2
ENV-1322,29/10/2024,12:18:37,C-781,Corporativo,Salud,Antofagasta,Antofagasta,Económico,2.69,12304.0,S-03,Demorado,,
ENV-1323,23/02/2025,13:16:56,C-1118,Corporativo,Tecnología,Biobío,Biobío,Paquetería,6.37,27288.0,S-01,Demorado,,
ENV-1324,21/04/2024,11:13:25,C-2025,Particular,N/A,La Araucanía,Valparaíso,Certificado,1.1,12200.0,S-05,Entregado,23/04/2024,2
ENV-1325,18/10/2024,08:15:35,C-2881,Particular,N/A,Antofagasta,Metropolitana,Económico,5.2,16320.0,S-05,Entregado,23/10/2024,5
ENV-1326,23/08/2024,19:28:02,C-1179,Corporativo,Educación,Biobío,Valparaíso,Certificado,4.52,19040.0,S-02,Demorado,,
ENV-1327,28/03/2024,13:20:26,C-4102,Particular,N/A,Valparaíso,Antofagasta,Certificado,0.6,11200.0,S-03,En tránsito,,
ENV-1328,27/02/2025,09:01:36,C-3662,Particular,N/A,Antofagasta,La Araucanía,Express,7.68,38040.0,S-03,Entregado,01/03/2025,2
ENV-1329,20/03/2025,10:32:40,C-3270,Particular,N/A,La Araucanía,Biobío,Express,1.04,18120.0,S-02,Entregado,21/03/2025,1
ENV-1330,21/03/2025,09:48:11,C-2054,Corporativo,E-commerce,Biobío,Valparaíso,Certificado,3.45,16900.0,S-03,Demorado,,
ENV-1331,03/02/2025,11:14:11,C-104,Particular,N/A,Metropolitana,Biobío,Certificado,5.83,21660.0,S-05,Entregado,09/02/2025,6
ENV-1332,26/12/2024,12:57:51,C-3414,Corporativo,Salud,Metropolitana,Valparaíso,Express,8.52,40560.0,S-05,Entregado,02/01/2025,7
ENV-1333,14/11/2024,09:03:50,C-2587,Particular,N/A,Biobío,Antofagasta,Paquetería,2.68,18432.0,S-02,Entregado,20/11/2024,6
ENV-1334,17/09/2024,13:56:46,C-1173,Particular,N/A,Biobío,Metropolitana,Express,8.12,39360.0,S-04,Reclamado,,
ENV-1335,20/01/2024,10:53:28,C-2610,Corporativo,Salud,Antofagasta,Metropolitana,Económico,4.42,15072.0,S-01,Entregado,26/01/2024,6
ENV-1336,12/07/2024,10:14:02,C-567,Corporativo,E-commerce,Metropolitana,La Araucanía,Económico,8.29,21264.0,S-02,Entregado,15/07/2024,3
ENV-1337,12/04/2024,19:18:22,C-1695,Particular,N/A,Valparaíso,La Araucanía,Express,9.22,42660.0,S-05,Demorado,,
ENV-1338,26/06/2024,08:37:05,C-3165,Particular,N/A,Biobío,La Araucanía,Económico,4.44,15104.0,S-01,Entregado,28/06/2024,2
ENV-1339,20/02/2024,15:12:50,C-1724,Particular,N/A,La Araucanía,Valparaíso,Económico,2.69,12304.0,S-03,Entregado,27/02/2024,7
ENV-1340,15/04/2024,11:42:11,C-3277,Particular,N/A,Antofagasta,Biobío,Certificado,4.67,19340.0,S-03,En tránsito,,
ENV-1341,20/10/2024,10:12:03,C-4181,Particular,N/A,Valparaíso,Metropolitana,Paquetería,1.04,14496.0,S-03,En tránsito,,
ENV-1342,11/12/2024,19:46:07,C-4521,Particular,N/A,Valparaíso,La Araucanía,Express,6.62,34860.0,S-01,Entregado,12/12/2024,1
ENV-1343,09/08/2024,09:50:51,C-739,Particular,N/A,Antofagasta,Metropolitana,Express,6.36,34080.0,S-05,Demorado,,
ENV-1344,29/10/2024,19:14:18,C-3836,Corporativo,Educación,Antofagasta,La Araucanía,Económico,5.02,16032.0,S-02,En tránsito,,
ENV-1345,09/04/2024,19:16:33,C-1732,Particular,N/A,Antofagasta,Antofagasta,Express,4.75,29250.0,S-03,Entregado,12/04/2024,3
ENV-1346,09/09/2024,14:55:15,C-923,Particular,N/A,Antofagasta,Valparaíso,Económico,1.37,10192.0,S-04,Entregado,16/09/2024,7
ENV-1347,23/02/2024,19:02:46,C-1136,Particular,N/A,La Araucanía,Valparaíso,Paquetería,3.41,20184.0,S-04,Entregado,26/02/2024,3
ENV-1348,06/12/2024,12:48:12,C-3114,Particular,N/A,Metropolitana,Metropolitana,Express,2.76,23280.0,S-04,Entregado,08/12/2024,2
ENV-1349,18/07/2024,13:22:22,C-916,Corporativo,E-commerce,Antofagasta,La Araucanía,Paquetería,5.4,24960.0,S-02,Entregado,20/07/2024,2
ENV-1350,31/05/2024,15:48:55,C-3164,Particular,N/A,Biobío,La Araucanía,Certificado,4.26,18520.0,S-04,Demorado,,
ENV-1351,15/09/2024,18:55:39,C-4240,Particular,N/A,Biobío,Biobío,Económico,8.38,21408.0,S-03,Entregado,18/09/2024,3
ENV-1352,12/09/2024,14:55:43,C-4817,Corporativo,Banca,Antofagasta,La Araucanía,Económico,7.04,19264.0,S-02,En tránsito,,
ENV-1353,09/01/2024,14:05:27,C-2008,Corporativo,Banca,Metropolitana,Biobío,Económico,5.01,16016.0,S-05,Entregado,12/01/2024,3
ENV-1354,15/06/2024,18:53:53,C-3825,Particular,N/A,La Araucanía,Valparaíso,Express,6.04,33120.0,S-03,En tránsito,,
ENV-1355,09/11/2024,13:21:58,C-3957,Corporativo,Educación,Antofagasta,Valparaíso,Express,4.03,27090.0,S-04,Entregado,11/11/2024,2
ENV-1356,22/03/2025,11:41:07,C-4453,Particular,N/A,Valparaíso,Biobío,Certificado,2.25,14500.0,S-04,En tránsito,,
ENV-1357,24/07/2024,11:04:49,C-671,Particular,N/A,Antofagasta,Biobío,Paquetería,7.45,29880.0,S-03,Entregado,30/07/2024,6
ENV-1358,24/05/2024,20:27:56,C-1326,Particular,N/A,Metropolitana,Antofagasta,Económico,9.23,22768.0,S-04,Entregado,31/05/2024,7
ENV-1359,10/01/2024,12:34:19,C-48,Particular,N/A,Metropolitana,Biobío,Certificado,2.69,15380.0,S-04,En tránsito,,
